                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             1.824998E+01             3.540267E-02             2.971157E-01             5.000004E-01             5.000915E-01
                   0.1800             1.825565E+01             2.929614E-02             4.025927E-01             4.998453E-01             2.573828E+00
                   0.3600             1.825667E+01             2.818474E-02             4.109551E-01             4.998172E-01             2.746007E+00
                   0.5400             1.825768E+01             2.720625E-02             4.172078E-01             4.997897E-01             2.919129E+00
                   0.7200             1.825862E+01             2.660351E-02             4.209599E-01             4.997638E-01             3.089710E+00
                   0.9000             1.825949E+01             2.715142E-02             4.221197E-01             4.997401E-01             3.258294E+00
                   1.0800             1.826025E+01             2.850255E-02             4.207441E-01             4.997191E-01             3.423591E+00
                   1.2600             1.826091E+01             3.010288E-02             4.170788E-01             4.997012E-01             3.584583E+00
                   1.4400             1.826144E+01             3.181325E-02             4.114803E-01             4.996864E-01             3.740894E+00
                   1.6200             1.826187E+01             3.356610E-02             4.043779E-01             4.996747E-01             3.892117E+00
                   1.8000             1.826221E+01             3.532074E-02             3.962081E-01             4.996656E-01             4.038167E+00
                   1.9800             1.826245E+01             3.704259E-02             3.874409E-01             4.996590E-01             4.178356E+00
                   2.1600             1.826262E+01             3.871066E-02             3.784530E-01             4.996544E-01             4.312772E+00
                   2.3400             1.826272E+01             4.030550E-02             3.695896E-01             4.996514E-01             4.441121E+00
                   2.5200             1.826279E+01             4.181545E-02             3.610935E-01             4.996496E-01             4.563524E+00
                   2.7000             1.826282E+01             4.323132E-02             3.531447E-01             4.996488E-01             4.680016E+00
                   2.8800             1.826283E+01             4.454757E-02             3.458639E-01             4.996486E-01             4.790578E+00
                   3.0600             1.826282E+01             4.576345E-02             3.392958E-01             4.996488E-01             4.895483E+00
                   3.2400             1.826281E+01             4.688054E-02             3.334616E-01             4.996491E-01             4.994761E+00
                   3.4200             1.826279E+01             4.790419E-02             3.283400E-01             4.996495E-01             5.088586E+00
                   3.6000             1.826278E+01             4.884282E-02             3.238863E-01             4.996498E-01             5.177188E+00
                   3.7800             1.826277E+01             4.970640E-02             3.200431E-01             4.996500E-01             5.260814E+00
                   3.9600             1.826277E+01             5.050678E-02             3.167531E-01             4.996500E-01             5.339601E+00
