                   Degree           dqdtheta_sc[W]           dqdtheta_dc[W]           dqdtheta_hc[W]       dqdtheta_resoil[W]          dqdtheta_oil[W]
                   0.0000             1.170859E-03             1.798476E+01             0.000000E+00             2.665294E+00             1.417841E+03
                   0.1800             3.353990E-02             1.801564E+01             0.000000E+00             2.587957E+00             1.417923E+03
                   0.3600             5.845682E-02             1.804802E+01             0.000000E+00             2.569277E+00             1.417940E+03
                   0.5400             8.086982E-02             1.807921E+01             0.000000E+00             2.556548E+00             1.417952E+03
                   0.7200             1.018775E-01             1.810913E+01             0.000000E+00             2.547951E+00             1.417958E+03
                   0.9000             1.219745E-01             1.813775E+01             0.000000E+00             2.542179E+00             1.417962E+03
                   1.0800             1.414230E-01             1.816503E+01             0.000000E+00             2.538320E+00             1.417964E+03
                   1.2600             1.603743E-01             1.819096E+01             0.000000E+00             2.535746E+00             1.417964E+03
                   1.4400             1.789219E-01             1.821553E+01             0.000000E+00             2.534027E+00             1.417963E+03
                   1.6200             1.971271E-01             1.823873E+01             0.000000E+00             2.532874E+00             1.417962E+03
                   1.8000             2.150326E-01             1.826057E+01             0.000000E+00             2.532093E+00             1.417961E+03
                   1.9800             2.326701E-01             1.828106E+01             0.000000E+00             2.531552E+00             1.417959E+03
                   2.1600             2.500643E-01             1.830020E+01             0.000000E+00             2.531164E+00             1.417958E+03
                   2.3400             2.672355E-01             1.831799E+01             0.000000E+00             2.530871E+00             1.417956E+03
                   2.5200             2.842006E-01             1.833446E+01             0.000000E+00             2.530635E+00             1.417954E+03
                   2.7000             3.009746E-01             1.834961E+01             0.000000E+00             2.530430E+00             1.417953E+03
                   2.8800             3.175703E-01             1.836345E+01             0.000000E+00             2.530240E+00             1.417951E+03
                   3.0600             3.339995E-01             1.837598E+01             0.000000E+00             2.530055E+00             1.417950E+03
                   3.2400             3.502727E-01             1.838723E+01             0.000000E+00             2.529866E+00             1.417949E+03
                   3.4200             3.663994E-01             1.839719E+01             0.000000E+00             2.529671E+00             1.417948E+03
                   3.6000             3.823883E-01             1.840589E+01             0.000000E+00             2.529467E+00             1.417947E+03
                   3.7800             3.982472E-01             1.841332E+01             0.000000E+00             2.529253E+00             1.417946E+03
                   3.9600             4.139835E-01             1.841950E+01             0.000000E+00             2.529028E+00             1.417945E+03
                   4.1400             4.296040E-01             1.842445E+01             0.000000E+00             2.528793E+00             1.417944E+03
                   4.3200             4.451148E-01             1.842816E+01             0.000000E+00             2.528549E+00             1.417943E+03
                   4.5000             4.605218E-01             1.843066E+01             0.000000E+00             2.528295E+00             1.417943E+03
                   4.6800             4.758302E-01             1.843195E+01             0.000000E+00             2.528033E+00             1.417942E+03
                   4.8600             4.910453E-01             1.843205E+01             0.000000E+00             2.527764E+00             1.417942E+03
                   5.0400             5.061716E-01             1.843097E+01             0.000000E+00             2.527489E+00             1.417942E+03
                   5.2200             5.212137E-01             1.842874E+01             0.000000E+00             2.527208E+00             1.417942E+03
