                   Degree          P_inst_total[W]  P_inst_total_no_loss[W]              P_f_loss[W]            P_thr_loss[W]          P_inertia_ro[W]          P_inertia_vh[W]                 P_com[W]              P_bear_s[W]
                   0.0000             6.449607E+01             4.420177E-02             6.445186E+01             3.408409E+05             4.174628E-02             1.256000E-04             2.329893E-03             8.803582E+00
                   0.1800             6.369536E+01            -5.629878E-02             6.375166E+01             3.408409E+05            -1.279516E-01            -3.849615E-04             7.203781E-02             8.786440E+00
                   0.3600             6.360110E+01            -1.431407E-01             6.374424E+01             3.408409E+05            -2.527549E-01            -7.604484E-04             1.103747E-01             8.787373E+00
                   0.5400             6.347922E+01            -2.301080E-01             6.370933E+01             3.408409E+05            -3.775643E-01            -1.135949E-03             1.485922E-01             8.786746E+00
                   0.7200             6.335935E+01            -3.169987E-01             6.367635E+01             3.408409E+05            -5.023667E-01            -1.511423E-03             1.868794E-01             8.786120E+00
                   0.9000             6.324062E+01            -4.037266E-01             6.364435E+01             3.408409E+05            -6.271285E-01            -1.886765E-03             2.252887E-01             8.785477E+00
                   1.0800             6.316276E+01            -4.902660E-01             6.365303E+01             3.408409E+05            -7.518419E-01            -2.261951E-03             2.638378E-01             8.786795E+00
                   1.2600             6.304727E+01            -5.766233E-01             6.362389E+01             3.408409E+05            -8.765244E-01            -2.637030E-03             3.025382E-01             8.786179E+00
                   1.4400             6.293267E+01            -6.627643E-01             6.359543E+01             3.408409E+05            -1.001152E+00            -3.011930E-03             3.414001E-01             8.785543E+00
                   1.6200             6.281886E+01            -7.486833E-01             6.356755E+01             3.408409E+05            -1.125722E+00            -3.386638E-03             3.804257E-01             8.784887E+00
                   1.8000             6.275179E+01            -8.344162E-01             6.358620E+01             3.408409E+05            -1.250221E+00            -3.761111E-03             4.195656E-01             8.786522E+00
                   1.9800             6.264037E+01            -9.199782E-01             6.356035E+01             3.408409E+05            -1.374654E+00            -4.135365E-03             4.588110E-01             8.785912E+00
                   2.1600             6.252936E+01            -1.005352E+00             6.353471E+01             3.408409E+05            -1.499003E+00            -4.509345E-03             4.981604E-01             8.785285E+00
                   2.3400             6.241874E+01            -1.090540E+00             6.350928E+01             3.408409E+05            -1.623269E+00            -4.883044E-03             5.376122E-01             8.784644E+00
                   2.5200             6.230856E+01            -1.175531E+00             6.348409E+01             3.408409E+05            -1.747440E+00            -5.256430E-03             5.771653E-01             8.783988E+00
                   2.7000             6.225411E+01            -1.260319E+00             6.351442E+01             3.408409E+05            -1.871508E+00            -5.629477E-03             6.168184E-01             8.786095E+00
                   2.8800             6.214669E+01            -1.344901E+00             6.349159E+01             3.408409E+05            -1.995469E+00            -6.002170E-03             6.565705E-01             8.785505E+00
                   3.0600             6.203980E+01            -1.429266E+00             6.346906E+01             3.408409E+05            -2.119313E+00            -6.374474E-03             6.964209E-01             8.784903E+00
                   3.2400             6.193343E+01            -1.513411E+00             6.344684E+01             3.408409E+05            -2.243034E+00            -6.746371E-03             7.363687E-01             8.784289E+00
                   3.4200             6.182761E+01            -1.597330E+00             6.342494E+01             3.408409E+05            -2.366625E+00            -7.117841E-03             7.764132E-01             8.783666E+00
                   3.6000             6.172235E+01            -1.681015E+00             6.340337E+01             3.408409E+05            -2.490080E+00            -7.488857E-03             8.165539E-01             8.783032E+00
                   3.7800             6.161769E+01            -1.764458E+00             6.338215E+01             3.408409E+05            -2.613389E+00            -7.859392E-03             8.567902E-01             8.782389E+00
                   3.9600             6.165318E+01            -1.847656E+00             6.350084E+01             0.000000E+00            -2.736548E+00            -8.229430E-03             8.971214E-01             8.785259E+00
                   4.1400             6.156173E+01            -1.930601E+00             6.349234E+01             0.000000E+00            -2.859548E+00            -8.598940E-03             9.375458E-01             8.784703E+00
                   4.3200             6.147102E+01            -2.013286E+00             6.348430E+01             0.000000E+00            -2.982382E+00            -8.967904E-03             9.780644E-01             8.784139E+00
                   4.5000             6.138104E+01            -2.095703E+00             6.347674E+01             0.000000E+00            -3.105043E+00            -9.336295E-03             1.018677E+00             8.783568E+00
                   4.6800             6.129180E+01            -2.177846E+00             6.346965E+01             0.000000E+00            -3.227525E+00            -9.704091E-03             1.059383E+00             8.782991E+00
                   4.8600             6.120332E+01            -2.259709E+00             6.346303E+01             0.000000E+00            -3.349819E+00            -1.007127E-02             1.100182E+00             8.782408E+00
                   5.0400             6.111559E+01            -2.341284E+00             6.345687E+01             0.000000E+00            -3.471920E+00            -1.043781E-02             1.141074E+00             8.781819E+00
                   5.2200             6.102862E+01            -2.422564E+00             6.345118E+01             0.000000E+00            -3.593820E+00            -1.080368E-02             1.182059E+00             8.781227E+00
                   5.4000             6.094242E+01            -2.503543E+00             6.344596E+01             0.000000E+00            -3.715511E+00            -1.116887E-02             1.223137E+00             8.780630E+00
