                   Degree          h_min[micron-m]               p_max[MPa]           Q_martin[cc/s]                    Eccen        Att.Angle[degree]
                   0.0000             2.374997E+01             3.530609E-02             2.140622E-01             5.000006E-01             4.999699E-01
                   0.1800             2.374973E+01             3.118446E-02             2.102598E-01             5.000058E-01            -9.753686E-02
                   0.3600             2.374975E+01             3.112222E-02             2.101961E-01             5.000052E-01            -6.336267E-02
                   0.5400             2.374975E+01             3.112948E-02             2.102292E-01             5.000052E-01            -8.637053E-02
                   0.7200             2.374975E+01             3.115515E-02             2.102760E-01             5.000052E-01            -1.093592E-01
                   0.9000             2.374975E+01             3.119425E-02             2.103374E-01             5.000052E-01            -1.329912E-01
                   1.0800             2.374978E+01             3.117472E-02             2.102355E-01             5.000046E-01            -8.437935E-02
                   1.2600             2.374978E+01             3.122142E-02             2.102851E-01             5.000046E-01            -1.068654E-01
                   1.4400             2.374978E+01             3.127887E-02             2.103485E-01             5.000046E-01            -1.300942E-01
                   1.6200             2.374978E+01             3.134678E-02             2.104269E-01             5.000047E-01            -1.540564E-01
                   1.8000             2.374981E+01             3.133188E-02             2.102843E-01             5.000041E-01            -9.385888E-02
                   1.9800             2.374981E+01             3.140006E-02             2.103421E-01             5.000041E-01            -1.159925E-01
                   2.1600             2.374981E+01             3.147683E-02             2.104129E-01             5.000041E-01            -1.386714E-01
                   2.3400             2.374981E+01             3.156235E-02             2.104978E-01             5.000041E-01            -1.618794E-01
                   2.5200             2.374980E+01             3.165684E-02             2.105977E-01             5.000041E-01            -1.855905E-01
                   2.7000             2.374983E+01             3.163195E-02             2.103758E-01             5.000035E-01            -1.083850E-01
                   2.8800             2.374983E+01             3.172262E-02             2.104431E-01             5.000035E-01            -1.295147E-01
                   3.0600             2.374983E+01             3.182141E-02             2.105225E-01             5.000036E-01            -1.510148E-01
                   3.2400             2.374983E+01             3.192839E-02             2.106148E-01             5.000036E-01            -1.728679E-01
                   3.4200             2.374983E+01             3.204358E-02             2.107207E-01             5.000036E-01            -1.950535E-01
                   3.6000             2.374983E+01             3.216697E-02             2.108411E-01             5.000036E-01            -2.175498E-01
                   3.7800             2.374983E+01             3.229852E-02             2.109768E-01             5.000036E-01            -2.403340E-01
                   3.9600             2.374986E+01             3.223787E-02             2.105730E-01             5.000030E-01            -1.361569E-01
                   4.1400             2.374986E+01             3.236024E-02             2.106560E-01             5.000030E-01            -1.555709E-01
                   4.3200             2.374986E+01             3.248995E-02             2.107497E-01             5.000030E-01            -1.751702E-01
