                   Degree                T_ecc[Nm]         T_inertia_ro[Nm]         T_inertia_vh[Nm]              T_com_C[Nm]      T_total_no_loss[Nm]               T_loss[Nm]             T_bear_s[Nm]         T_inst_total[Nm]
                   0.0000             8.080162E-02             3.275658E-04             9.855313E-07             1.828171E-05             3.468330E-04             5.057272E-01             6.907807E-02             5.060740E-01
                   0.1800             7.760680E-02            -1.003984E-03            -3.020634E-06             5.652510E-04            -4.417533E-04             5.002330E-01             6.894357E-02             4.997912E-01
                   0.3600             7.756750E-02            -1.983263E-03            -5.966925E-06             8.660645E-04            -1.123166E-03             5.001747E-01             6.895089E-02             4.990515E-01
                   0.5400             7.756068E-02            -2.962591E-03            -8.913325E-06             1.165942E-03            -1.805562E-03             4.999008E-01             6.894597E-02             4.980953E-01
                   0.7200             7.756783E-02            -3.941864E-03            -1.185951E-05             1.466365E-03            -2.487358E-03             4.996420E-01             6.894106E-02             4.971547E-01
                   0.9000             7.758339E-02            -4.920818E-03            -1.480467E-05             1.767747E-03            -3.167876E-03             4.993909E-01             6.893601E-02             4.962231E-01
                   1.0800             7.760574E-02            -5.899393E-03            -1.774859E-05             2.070227E-03            -3.846915E-03             4.994590E-01             6.894635E-02             4.956121E-01
                   1.2600             7.763421E-02            -6.877725E-03            -2.069169E-05             2.373892E-03            -4.524525E-03             4.992304E-01             6.894152E-02             4.947059E-01
                   1.4400             7.766842E-02            -7.855630E-03            -2.363337E-05             2.678825E-03            -5.200438E-03             4.990071E-01             6.893653E-02             4.938066E-01
                   1.6200             7.770792E-02            -8.833078E-03            -2.657355E-05             2.985043E-03            -5.874609E-03             4.987883E-01             6.893138E-02             4.929137E-01
                   1.8000             7.775163E-02            -9.809966E-03            -2.951189E-05             3.292158E-03            -6.547320E-03             4.989347E-01             6.894421E-02             4.923874E-01
                   1.9800             7.779943E-02            -1.078634E-02            -3.244850E-05             3.600101E-03            -7.218689E-03             4.987318E-01             6.893942E-02             4.915132E-01
                   2.1600             7.785128E-02            -1.176206E-02            -3.538296E-05             3.908859E-03            -7.888585E-03             4.985306E-01             6.893451E-02             4.906420E-01
                   2.3400             7.790718E-02            -1.273712E-02            -3.831523E-05             4.218421E-03            -8.557016E-03             4.983311E-01             6.892947E-02             4.897741E-01
                   2.5200             7.796713E-02            -1.371144E-02            -4.124504E-05             4.528777E-03            -9.223905E-03             4.981334E-01             6.892433E-02             4.889095E-01
                   2.7000             7.803110E-02            -1.468495E-02            -4.417218E-05             4.839919E-03            -9.889202E-03             4.983715E-01             6.894086E-02             4.884823E-01
                   2.8800             7.809910E-02            -1.565762E-02            -4.709655E-05             5.151838E-03            -1.055288E-02             4.981923E-01             6.893623E-02             4.876394E-01
                   3.0600             7.817111E-02            -1.662937E-02            -5.001786E-05             5.464527E-03            -1.121486E-02             4.980155E-01             6.893150E-02             4.868007E-01
                   3.2400             7.824712E-02            -1.760016E-02            -5.293599E-05             5.777981E-03            -1.187511E-02             4.978412E-01             6.892669E-02             4.859660E-01
                   3.4200             7.832714E-02            -1.856993E-02            -5.585076E-05             6.092194E-03            -1.253359E-02             4.976693E-01             6.892180E-02             4.851357E-01
                   3.6000             7.841116E-02            -1.953863E-02            -5.876197E-05             6.407161E-03            -1.319023E-02             4.975001E-01             6.891683E-02             4.843098E-01
                   3.7800             7.849916E-02            -2.050619E-02            -6.166940E-05             6.722879E-03            -1.384498E-02             4.973335E-01             6.891178E-02             4.834886E-01
                   3.9600             7.859115E-02            -2.147257E-02            -6.457294E-05             7.039341E-03            -1.449780E-02             4.982648E-01             6.893430E-02             4.837671E-01
                   4.1400             7.868712E-02            -2.243769E-02            -6.747233E-05             7.356535E-03            -1.514863E-02             4.981981E-01             6.892994E-02             4.830495E-01
                   4.3200             7.878707E-02            -2.340152E-02            -7.036744E-05             7.674468E-03            -1.579742E-02             4.981351E-01             6.892551E-02             4.823377E-01
                   4.5000             7.889101E-02            -2.436399E-02            -7.325805E-05             7.993136E-03            -1.644411E-02             4.980758E-01             6.892103E-02             4.816317E-01
