                   Degree                 Q1[m3/s]                 Q2[m3/s]                Q3c[m3/s]                Q3s[m3/s]                 Q4[m3/s]                Q5a[m3/s]                Q5b[m3/s]                Q6c[m3/s]                Q6s[m3/s]                 Q7[m3/s]                 Q8[m3/s]                Q9a[m3/s]                Q9b[m3/s]
                   0.0000             8.142807E-07             7.429101E-08             8.142982E-07             1.304393E-15             1.741248E-08             8.150743E-08             8.389271E-07            -1.745923E-11            -2.729060E-20             7.399897E-07            -1.212556E-07            -1.207225E-07             4.980116E-07
                   0.1800             8.143993E-07             7.435595E-08             8.138918E-07             5.249839E-10             1.740312E-08             8.146315E-08             8.389271E-07            -1.741118E-11            -5.286206E-15             7.400434E-07            -1.212828E-07            -1.207490E-07             4.980116E-07
                   0.3600             8.145026E-07             7.441241E-08             8.134699E-07             1.050083E-09             1.739489E-08             8.142468E-08             8.389271E-07            -1.736878E-11            -1.053103E-14             7.400901E-07            -1.213062E-07            -1.207723E-07             4.980116E-07
                   0.5400             8.145920E-07             7.446133E-08             8.130354E-07             1.573879E-09             1.738777E-08             8.139134E-08             8.389271E-07            -1.733129E-11            -1.582532E-14             7.401306E-07            -1.213265E-07            -1.207925E-07             4.980116E-07
                   0.7200             8.146675E-07             7.450267E-08             8.125882E-07             2.096588E-09             1.738175E-08             8.136317E-08             8.389271E-07            -1.729874E-11            -2.116317E-14             7.401649E-07            -1.213436E-07            -1.208096E-07             4.980116E-07
                   0.9000             8.147293E-07             7.453647E-08             8.121280E-07             2.618584E-09             1.737683E-08             8.134013E-08             8.389271E-07            -1.727113E-11            -2.652925E-14             7.401928E-07            -1.213576E-07            -1.208235E-07             4.980116E-07
                   1.0800             8.147773E-07             7.456271E-08             8.116544E-07             3.140181E-09             1.737300E-08             8.132225E-08             8.389271E-07            -1.724847E-11            -3.191197E-14             7.402146E-07            -1.213685E-07            -1.208344E-07             4.980116E-07
                   1.2600             8.148116E-07             7.458148E-08             8.111672E-07             3.661660E-09             1.737027E-08             8.130945E-08             8.389271E-07            -1.723073E-11            -3.730131E-14             7.402301E-07            -1.213763E-07            -1.208422E-07             4.980116E-07
                   1.4400             8.148321E-07             7.459268E-08             8.106660E-07             4.183285E-09             1.736864E-08             8.130182E-08             8.389271E-07            -1.721797E-11            -4.268868E-14             7.402394E-07            -1.213809E-07            -1.208468E-07             4.980116E-07
                   1.6200             8.148404E-07             7.459723E-08             8.101524E-07             4.705232E-09             1.736797E-08             8.129871E-08             8.389271E-07            -1.720959E-11            -4.806802E-14             7.402431E-07            -1.213828E-07            -1.208487E-07             4.980116E-07
